findings,label
RESULTS: 24 patients (78.3%) were gastroscopically judged to have mild esophagitis.) Twenty-six patients were diagnosed with cardiovascular disease and 12 with cerebrovascular disease.  CONCLUSION: Endoscopic findings of alcohol-induced OGID are commonly seen.  IMPLICATIONS: Endoscopic findings of alcohol-induced OGID is commonly seen in the community hospital-based gastroenterology clinic.,0
A clue for barbed suture esophagitis: A report of three cases. (1). (12). (1 / 12) Banding sutures with detachment of serosa may create a hiatal defect in certain patients with columnar esophagitis that may promote fibrosing esophagitis. (2). (1 / 12) (2 / 12.) On 1 / 12.) (2 / 12.) where a quality reinforcement of the left gastric artery could be identified at the diaphragmatic,0
"Descriptive analysis of 52 biopsy-proven CD was performed. the p < 0.05 was considered as statistically significant. (\ 0.001) RESULTS: The mean values of SCCAI, PSADA, AGI and APRI were higher in CD when compared to the control group (p < 0.001). ""Plano disease"" form showed higher values of SCCAI and AGI than superficial form.",0
"We noted that there were eight cases of massive esophageal necrosis in which only three of them had been evaluated by endoscopy. A lesion involving the proximal third of the esophagus was only found in one case.] CONCLUSIONS: Early endoscopy revealed that a large area of esophageal necrosis in PD patients might not occur during acid suppression, which would lead to misdiagnosis of esophageal cancer. [Key word].",0
"most of the women had dyspepsia (86.7%), constipation (83.2%) and heartburn (67.7%). .); 45 patients were negative and had no symptoms (group A). .).]. ""Due to the relative simplicity and speed, objective results about gastric and oesophago-intestinal mucosal perfusion can be obtained by the scintigraphic method.",0
"Hematomas, balloon dilation and frozen section enabled a definitive diagnosis. and a clinical manifestation of acute gastric outlet obstruction (AGOO).  in The author's opinion the ""frozen section procedure"" (Lugol's iodine) in the evaluation of the complete resection of the gastric stump post-Mason's gastrectomy is the method of choice for the diagnosis of AGOO associated with cancer or other stomal pathology.",0
"There was no difference in Conclusion: Heartburn severity is significantly less in cardiac CT with HR-SONOS with associated decrement of ED (acute care) service volume, despite the fact that mean ED encounter volume was similar. (CPGY-I and -II, + 62% and + 79% respectively). (CPGY-I, II).",0
"normal endoscopy, pylorospasm, erosive gastritis (no bile salt reflux), and gastritis only. ""There was a significant association between pylorospasm and some components of erosive gastritis, but not with others."" There was a positive association between gastric and duodenal reflux, while there was a negative association between gastric and duodenal reflux.  Endoscopic findings endoscopy reveals the severity of gastritis and has shown differences between anatomical sites.",0
"positive in 5 cases; 5 / 9 manifestations led to endoscopic therapy. The surgical procedures: 7 extraperitoneal enterectomies were performed with the sense of peritonectomies performed in a second instance.  3.) Conclusions.. The authors emphasize the necessity of a careful follow-up for this particular form of Crohn's disease, to detect early stages of extra-ileo-jejunal involvement and diseases diffuse to the colon and ileum, in order to improve",0
"A sensitive site for evaluating maxillary sinus patency was the maxillary sinus ostium (1).  Complement: This study has indicated that endoscopy is sensitive to the maxillary sinus patency, and useful in evaluating maxillary sinusitis in patients as single entity.  Correspondence: The authors of this study reported the significance of maxillary antral and sinus mucosa in clinical and functional patients.",0
"With the advent of the constrained endoscope ""90 V push has been used increasingly with a tremendous learning curve."" This enables ""up to 120 V push"" by specialized endoscopic surgeons only in 30-60 minutes. ""With these conventional 45 V push the expertise to generate controlled push push increases."" Initial experience with the 90 V technique has shown that patients benefit from a primary extubation (controlled push) at a higher level of skills by a skilled endoscopist in the operating room.",0
"multiple ulcers and phlegmons of the colon and rectum with healing period of 18 and 48 days respectively.) and urgency.  RESOLVING: The risks were evaluated based on the literature and the experience of our pain therapists as well.; Concerning use of antiulcer medications, endoscopists showed definite indications: peptic ulcer, but also ulcers without signs of rupture and erosions of the mucosa.",0
"successful removal of H. Part 1. Diseases with atypical presentation. What to do with ulcers, pseudodiverticulosis and foreign bodies.). Prevalence, treatment and results: Results of the Second Unit-The report of the working group GERD of the 2nd Foundation of Ambulatory Medicine (FAM). III of the ""Der Chirurgie Gastro Endostique"" of the Doktor Fond H.",0
"Pre or post-operative sub mucosal resection with limited submucosal dissection is considered to be a reasonable option in selected cases. (CONCLUSIONS: Endoscopic full-thickness resection is feasible and safe, and it is not recommended for the resection of gastrointestinal subepithelial tumors. (KEYWORDS: endoscopic resection, endoscopic full-thickness resection, gastrointestinal subepithelial tumors, gastric, endoscopy, open surgery.).",0
"Six patients (37.5%) were diagnosed with upper gastrointestinal bleeding, two (12.5%) with H. (Gil.) penguin disease, six (37.5%) with acute eosinophilic esophagitis, three (18.8%) with acute functional heartburn, one (6.3%) with alkaline reflux and one (6.3%) with central intestinal bleeding. ",0
"(1) 102 women receiving misoprostol had an intervention in 41; (2) no intervention was done in 19; (3) four women had an intervention in the comparator group; (4) 188 women with a placenta previa are under study, 111 managed by dilatation and curettage (D & C) and 69 by home, inpatient or outpatient misoprostol. [Conclusion] The use of misoprostol to induce uterine evacuation without need for hospital admission for D & C is effective in terminating the",0
"In 56% of the patients (29,902 cases), endoscopy was the initial examination. METHODS: In the period 2013-2014, among 4,474 endoscopic studies, 88,323 records and 945 patients were included in the study. (1-7) RESULTS: The study included 7377 consecutive patients of which 58.7% (4091 / 7377) were males.",0
High-resolution video endoscopy (HRVE) allows the monitoring of bleeding sites and confirmed endoscopy allows the diagnosis of active and minimal bleeding. (1) Endoscopy: Six-view HRVE enables detailed exploration of the colon. (2) Circular magnification with a -F 20 + 7.5-second video endoscope reduces angular expansion of the mucosa; staining and velocity magnification may identify actual bleeding sites.,0
"With adequate tubes, a capnoperitoneum with coffee-ground mucus was the hallmark of the thin walled cyst. • In the group of confirmed lesions, the majority were lined with predominantly ciliated epithelium, with an uncommon metaplastic polyp pattern (four cystic echinococcosis cysts). • In the group of uncertain lesions, the most common type was a polypous polyp, with hyperplastic and metaplastic processes.",0
"Demographics, GI symptoms, endoscopic appearance, treatments, follow-up, and demographic information were compared between diseases. ""Single-disease analysis"" comparison was conducted to compare the location of involved esophageal varices in BEVs and SVDs. Multivariable logistic regression analysis was conducted to identify factors associated with features and treatments of endoscopic findings. ""Conclusion: The findings and endoscopic findings in BEVs were significantly different from those of SVDs, particularly in SVDs, when determined by a wide array of",0
A standardized Endoscopic Observation Scoring System (EOS) was designed to rate extent of PML resection and define PML residual volume. < / p > < p > < em > J Drugs Dermatol. < / em > 2017; 16 (6): 519-521. < / em > < / p >. BACKGROUND: PML has been shown to have significant effects on patient quality of life.,0
"the effect of liquid intake on mucosal biometry is not as important as in the colon. Report of three cases.  3.) The biopsy does not cause selective inflammation of the mucosa or alteration of the mucus layer as could be expected from chromametry studies., but routine histologic methods would be more effective. ",0
"There was an increase in the number of cases referred, with a decrease in the number found to have neoplasia. Numbers of biopsies obtained for polyps or non-specific dyspepsia decreased considerably during the study period. .) Results show that use of the flexible fibreoptic endoscope will lead to an increase in cases with suspected mucosal pathology. ",0
"the gastric ulcer developed during GP treatment.) The gastroscopic biopsy pathology showed endoscopic changes of gastritis and this condition aggravated during GP treatment.  CAS: 2.) For safe GP treatment in PPI treatment without drug-induced mucosal injuries, we investigated the blood PPI level of 45 patients with the average value of 3.0-6.9 ng / ml and evaluated the minimum effective dosage.",0
"AN was found at X3 (studied) in 6 patients (13%), and N1 in 21 (46%) patients.  Among 243 patients with AN, 122 (49%) patients had negative endoscopy, 43 (18%) were positive for AN, and 69 (28%) had inconclusive results. ",0
The congestion in the right crus disappeared and beside the ulceration was regenerated with normalization of serum pepsinogen 1 levels.) The left crus was resolved with histologic picture of Helicobacter pylori eradication. III. (He was injected with acid inhibitor at age of 3).) Conclusion. - The combination therapy is effective for acute antral gastritis of the crus type and for chronic gastritis of the crus type.,0
"74.3% (41 / 57); UA: 69.6% (50 / 68); and UEA: 74% (47 / 64).  6.) The practices examined showed deficiencies in a range of aspects.  THe practices should be improved, especially strategies to limit transmission of infection, and the appropriate use of immunizations.",0
"225 subjects: Median age 75; 91.9% male, 19% bleeding. (6) AV: 23.7% ≤ 80 mm, 64.7% > 80 mm without BAV. (2). (3) As a group, the percentage of vitamin A deficiency was 22%. (5) CONCLUSION: Our survey showed that serum vitamin A levels are far below the recommended reference range in patients with PUB.",0
142 (59.1%) of them had endoscopic & histological findings & six (2.1%) with grade 2 (mild & moderate) dysplasia. • CONCLUSION: Data on endoscopic & histological abnormalities among patients of Fanconi anemia is limited in this cohort and baseline data on overall cancer prevalence is lacking; further follow-up and larger studies are required for the elucidation of those observations. • Physicians must be aware that Fanconi anemia patients are exposed to increased risk of mucocutaneous and digestive tract malignancies.,0
"Cohen catheter, biopsy forceps, and knife were used to examine the esophagus, and an 18-gauge needle was used to pass a specimen.  IMPLICATIONS: We conclude that videoscopy and endoscopic biopsy forceps are currently the procedures of choice for the diagnosis and therapy of esophageal cancer and selected inflammatory diseases.  IMPLICATIONS: Videoscopic endoscopy and endoscopic biopsy forceps are currently the procedures of choice for the diagnosis and therapy of esophageal cancer and",0
"Never passed. Some pylorus exists, usually classified as on T-shape. GJ stricture with both ulcerated and smooth marginal ulcer, and ulcer scar. Technical procedure of 32 cases. 1. Clarity of pyloro-gastric duodenostomy. IV. Orthotopic or orthotopic pyloro-gastric gastrojejunostomy for palliation. Supplement. Report of 3 cases of gastrectomy with simultaneous cholecystectomy. 2. II. Diseases of duodenal bulb.",0
A total of 777 different pictures were taken.  STUDY CONCLUSIONS: Severity of HH varies both at the time of endoscopy and at follow-up.  Endoscopic assessment was found to be an accurate method of evaluating HH.  Endoscopic control by Nd: YAG laser (endoscopic Nd: YAG laser therapy) can be the preferred treatment because it is as effective as surgery in the control of HH.,0
"FLP and FPL provoked significant new lesions in 44 (78%) and 15 (26%) patients, respectively (p < 0.0001). .) Endoscopic biopsy: FG provoked mild lesions only in 2 (4%) patients. .) This is the first report to demonstrate the advantage of FLP over FPL in inducing new polypoid lesions in association with steroid therapy.",0
"out of a total of 260 patients, only 19 presented endoscopic symptoms characteristic of intestinal schistosomiasis. a diagnostic dilatation of the lesser curvature of the stomach and fistula in the greater curvature of the stomach. ""After a trial of medical therapy with mebendazole for 3 months, endoscopic examination showed healing at the site of the fistula, but no improvement of the enlarged stomach."" The anatomy, physiology and anatomy pathology of the stomach in schistosomiasis are discussed, and a clinical review is made of the",0
"Single mucosal defects were recognized in 100 per cent of patients with melaena.  spiky peritoneal filling: ulcer; egg-shaped ulcer; fresh mucosal defect--bullae and oesthesis--cruris.  STUDY REGISTRATION / PATIENTS: Median age: 61.8 years, 25% were female. ",0
11 joints including 4 (40%) joints affected with Kienbock's disease.) positive cases. • All but one kienbock's disease were Stage I while 8 joints out of 11 were Grade I (according to Quad et al.). • Most positive arthroscopic findings were classified into 2 sub-groups: proliferative synovitis; synovial thickening or disorganization and vascularized granulation tissue.,0
"thermal forceps biopsy, C-T biopsy, wash-off forceps, surgical cut-down, and push biopsy were performed. (Conclusions: Diagnostic efficacy of power M-NET varied widely, and mean sensitivity was lower than that of conventional forceps. The results of this study showed that power M-NET can yield low-quality brush specimens for diagnosis of NPC. ""We consider that Power M-NET in head and neck can be expected to be ineffective for diagnosis of NPC, and",0
"sensitivities of 1.25 and 1.00, specificities of 1.00 and 0.80, positive predictive values of 0.75 and 1.00, and negative predictive values of 1.00 and 1.00 and Kappa values of 0.42 and 0.60, respectively.  Results do not show that endoscopy is more reliable than endoscopy as a screening tool for colorectal carcinoma. A randomised prospective study would be required. ",0
"the cffit dilated to 10 cm (from 11 cm to 11 cm). ""The cffit dilated to an calibre of 13 cm (from 13 cm to 14 cm) of the jejunoileal junction."" The cffit dilated to 11 cm (from 11 cm to 12 cm) of the jejunoileal junction after surgery. ",0
positive correlation of reflux findings in 45 esophageal specimens demonstrated 85% sensitivity and 93% specificity to detect esophagitis and the respective positive and negative predictive value was 92%. This contrasts with the use of pHmetry which demonstrated 87% sensitivity and 74% specificity to diagnose esophagitis and a negative predictive value of 82%.  raphyThe optimal strategy in the management of reflux disease should include endoscopy and videolaparoscopy using Manofluorographic probe.,0
"Objective evidence revealed a mean rise in mucosal temperature of 3.40 degrees C in 13 patients and 2.21 degrees C in 17 patients, compared to baseline levels. .  Fiberoptic view endoscopy found a marked rise in mucosal temperature in 11 patients, compared to baseline values, in whom no significant change was detected in 18 patients (p less than 0.001).",0
"In a proportion of evaluated patients, soft tissue granuloma and ulcers in nasal cavity and paranasal sinuses were the only disorders; in the rest, angiofibroma, bronchiolitis obliterans, nasal tumorlike lesion, and congenital epulis were diagnosed.  Among the 120 cases, there were 34 hemangiomas, 10 hemangioendotheliomas and 86 others. ",0
"The overall success rate was 93.2% (29 / 31).). (ABSTRACT TRUNCATED AT 400 WORDS) BACKGROUND: Reflux esophagitis, bleeding esophagogastric varices, and ischemic heart disease are two common gastrointestinal problems in cirrhosis. Part I: Prevalence of these gastrointestinal disorders in alcoholic cirrhosis (100 cases) was correlated with age and sex (Alcoholic cirrhosis was diagnosed by World Health Organization's criteria) and stage of liver disease in this series.",0
"Ninety-seven eyes in 88 patients met all inclusion criteria. Clinical examination findings were: Best corrected visual acuity (BCVA) < / = 20 / 100 in 63.6% (20 / 40-20 / 200), BCVA between 20 / 200 and 20 / 50 in 16.1%, BCVA between 20 / 50 and 20 / 100 in 12.1%, and BCVA less than 20 / 100 in one eye.",0
recurrence of posterior urethral valves was determined at 1 month of follow up. A comparison between endoscopic observation of the refluxing ureteral segment and vesicolopexies.  NO LEVEL OF EVIDENCE: N / A. A. The study was performed on patients without clinical or histopathological signs of urinary tract infection. Influence of comorbidity and renal function at one month follow up,0
"There were no complications. (SUMMARY OF BACKGROUND DATA: In routine endoscopy, a multiple transparent silk ligator positioned under the crural fascia on the dorsal midline of the foot was originally designed to reduce the lithotomy distance by tiring the medial plantar artery and the dorsal vascular branch to the posterior tibial artery.  CONCLUSIONS: The major advantage of this vascular occlusion device is that it can be safely constructed easily and is easily visible.",0
50% of control specimens were considered normal while 10% showed marked superficial mucosal damage. .) In normal and abnormal cases approximately 90% of the biopsies showed positive stain. .) These results indicate that cytokeratin labeling indices reflect the proliferative potential of laryngeal epithelium but the number of antigens available is too limited to be applied for an accurate assessment of differentiation status.,0
"112 eligible patients with OGIB and no upper gastrointestinal bleed were randomized into the study group receiving prophylactic nasogastric tube (NG) suction, and 89 patients with an established upper gastrointestinal bleed were randomized to another group with no NG tube for a similar duration.  Esophageal balloon rupture is a serious but uncommon entity.  Clinical trials have reported increasing mortality of patients with OGIB in Southeast Asia.",0
"26.7% men, 73.3% women, mean age 72.9 ± 8.9) undergoing Screening colonoscopy for elevated blood haemoglobin. ""For the biopsy (The Modified Boston Bowel Preparation Scale), the median endoscopy assessment of adenoma characteristics was 4 (IQR [2-6]) for men and 2 (IQR [0-4]) for women."" En bloc resection: 97.2% (92.3-98.9) men vs.",0
"patients responded 'like a buy' about their decision to have an endoscopy, while GPs felt more tenacious in their decision-making. The main reasons given by patients to undergo an endoscopy were to diagnose disease, to rule out disease, to relieve symptoms, to follow up patients after intervention.  In view of the non-existence of evidence-based medical practice, and because it is essential that decisions are based on individual patient data, there",0
"After anesthetic laryngoscopies, tracheostomy and gastrostomy were made.  cm] ABSTRACT TRUNCATED AT 250 WORDS) RP airway may be done under endotracheal intubation or tracheostomy as surgery by direct visual approach has a higher complication rate.  Probable modes of endotracheal intubation or tracheostomy and esophago-gastro-esophageal reflux are discussed. ",0
"Findings endoscopy:: Overall, 81.5% (n = 65) patients had improved symptoms by 2-5 hours after treatment, with 71.1% (n = 58) achieving moderate or greater improvement. (-). (12.5 / 24.4) The most common severity grades were endoscopic oedema grades 0-1 (42.2%) and grades 1-2 (40.2%). (Figure 2). (Gastroenterology 2013; doi: 10.1055 / fgene.20",0
"the diameter of the specimen measured 7.55 ± 2.45 mm, the cortex 3-4 layers had in 70%, the loss of the cortex layer in 15% and the loss of the parenchyma in 5%; of the histopathologic findings, in 3 (30%) tubular adenomas, 1 (3%) tubular carcinoma in situ, 1 (3%) papillary adenoma, in 1 (3%) papillary carcinoma, in 3 (30%) villotubular adenoma and in 6",0
"Over the study period, assessment by endoscopy was undertaken on an average of 22 + / - 18 nights.  Gastric pH was measured by an electronic system, permitting continuous measure of gastric pH and was found to increase significantly (P less than.001) in patients with reflux.  Gastric acidity is assessed in duodenal ulcer patients and correlates with clinical and endoscopic findings.",0
"high rates of venous anomalies and a parallel bridge-like series of small nodules.. A potential pitfall of endoscopic skin biopsy. Sequence OPTIMA PHARMACOLOGISTS (TPMT) Study Group. The Society of Vascular Surgery. Final Report. Report: Position Paper On Preventing, Diagnosing, and Treating, Colorectal Imposed Vascular Syndromes and Progressive Nevi, the Society of Vascular Surgery.",0
"In 33 of 40 individuals (82.5%) of whom 15 (37.5%) had one or more gastric ulcers, a perforation was detected in 9 (22.5%), which was not observed in the remainder.  CONCLUSION: The results show that in 90% of cases of duodenal ulcers perforation were clinically unsuspected and that endoscopy is necessary prior to treatment.",0
"technical feasibility was achieved in 94.4%, fluoroscopy in 88.6% of patients. A 3D-DSA angiography was feasible in 88.2% of patients.  Strategies for endoscopic procedures, diagnostic and therapeutic, are analyzed in detail.  Endoscopic procedures require an experienced endoscopic and interventional cardiologist and are generally performed by angiologic specialized staff in an operating theater.",0
"The average operative time was 8.5 minutes with 10 complications: 2 (3.2%) who needed transfusions and 4 (6.3%) who required postoperative analgesic treatment. .) and the additional cost of an additional endoscopy was $266. .). .). Most of the complications were managed conservatively, except for 1 patient who required laparotomy and hemoclip repositioning for small bowel bleeding",0
"in group 2 sagital adhesions of the caecum and the right side of the small intestine were detected in 16 (88.9%) patients.  For the improved surgery of volvulus of the small bowel the authors recommend examination at laparoscopy.  Improvement of laparoscopy means the possibility to detect the position of the intestinal loops and, if necessary, to remove them through a small small incision in the right lower abdomen after adequate temporary closure",0
a prospective study on the endoscopic management of gastric wall defects after gastrectomy for gastric cancer. (†). (EULAR Gastric Wall Defects After Gastric Cancer) Study Group. (ESGADG). (European Gastric Endoscopic Ligamentous Association). (†). (European Gastric Endoscopic and Endoscopic Ultrasound Society) (EGLES). (The European Association for Endoscopic Ultrasound) Data Standards Advisory Group.,0
"a logical, noninvasive, cost-effective therapeutic option for clinical transnasal Fontan catheterization, resection and conduit redeployment. (2) Number of sequential imaging modalities: ultrasound-guided endoscopic biopsy of the mass during videoscopic surgery is the best combination for diagnosis and tissue sampling. (1) -Carbon monoxide positron emission tomography (PET) using a sulfur hexafluoride-filled plastic tube (Costar Corp.) is useful for assessment of the angiogenesis potential of the lesions; (",0
"20% (12 / 60) of patients had ulcer scars, 20% (12 / 60) had esophagitis but only 6.7% (4 / 60) had Barrett's epithelium.. / (Fisher exact test, p = 0.4238).  EGDS with duodenoscopy would seem to be a more comprehensive assessment of the esophagus than gastric endoscopy.",0
"13 patients underwent gastroscopy, with biopsy under fiberscopic control. ""Other"" procedures included sucralfate (10 cases), Cimicifuga racemosa (10 cases), asiatic acid plus Cimicifuga racemosa (6 cases), amoxycillin plus clavulanic acid plus metronidazole (2 cases), omeprazole, cimetidine and ranitidine, (1 case), omeprazole, sucralfate and amoxycillin plus clavulanic acid plus metronidazole (2 cases)",0
"Follow-up study involving 3,936 patients with 189 patients (5.1%) with 10-12 + years' follow-up was conducted.  The authors conclude that, despite the significant morbidity and mortality, MEPE remains the therapy of choice in patients with gastroduodenal ulcer and has a favourable risk / benefit ratio in the majority of patients. (ABSTRACT TRUNCATED AT 400 WORDS)",0
"The forceps were activated from the medial canthus around the eye to the temporal limbus for detection of the anterior and posterior segments of the eyeball. round the neck and fundus in the horizontal plane. ""In 8 of the cases, the tip was inserted at the head of the forceps so that the YAG-laser beam was directed to the lesion in place. ",0
"The participants were 67; 56% of them were female, with the average age of 43.66 years. (16-81) and average BMI of 28.31 kg / m (2) (14-47). (2) The group of participants performing the endoscopy had a surgery time a mean of 5.4 months, the average score performed at the scene was 31.58 out of 50, and its average duration before death was 6.62 days. (2) The average number of",0
"initially, a gastroendoscopic view showed the presence of a giant aneurysm; thereafter, the aneurysm had reached the left gastric wall, which made surgical intervention difficult; and finally, a transthoracic removal of the aneurysm was performed. Results mediastinoscopy: the exploration was entirely, without damage to the superficial structures, except for some scar tissue that limited the surgical view but prevented the resection of the neck region.",0
"the location and size of the ulcer could not be determined in 1 case.  Right hemicolectomy was performed in 12 cases, and subtotal colectomy in 2.  We should consider right hemicolectomy or segmental colectomy instead of subtotal colectomy for patients with right large-bowel cancer located in the ascending colon. [NIH 513]",0
"Normal findings in 17 of 35 (48%) patients, erythema in 13 of 35 (38%) patients, mucosal ulcers in three of 35 (9%) patients, and nodulocystic changes were found in four of 35 (11%) patients., respectively. ""Curved septum"" seen in seven of 35 (20%) patients was found in endoscopic findings of normal in five of 35 (14%) patients, erythema in two of 35 (6%",0
"Conclusions: Upper respiratory endoscopy is helpful in the diagnosis of maxillary sinusitis.  BACKGROUND AND STUDY AIMS: The role of endoscopy in maxillary sinusitis, which was a largely underestimated disease, has been investigated.: The aim of this prospective randomized study was to compare different diagnostic methods (i.e. Chiba criteria and endoscopies in different clinical situations such as therapeutic decision and radiological evaluation) and to compare them with clinical and therapeutic results.",0
"which benefit subjects; investigations to achieve this benefit; features of investigations; and important adverse effects. This evidence base is changing rapidly, and there are many novel diagnostic and treatment methods that are being investigated to improve the quality and outcome of patients with dyspepsia and GERD. II. An update of gastrointestinal endoscopy. Part III. Investigation findings endoscopy. Gastrointestinal endoscopy. III. Investigation findings and therapeutic implications endoscopy.",0
"The mucosa in 18% of the children with CPN was normal and in 85% it showed inflammation.  CPIS: (a) Sjögren's syndrome usually displays polyarthralgia, xerostomia and gastrointestinal disorders. (b) Sjögren's syndrome should be considered in the differential diagnosis of CPIS in children, since the diagnosis depends of biopsies, which often reflect the presence of a lymphocytic infiltration of the subepithelial connective tissue in the salivary glands.",0
"A total of 522 patients with varicose veins were included in this study. (CH 31195 nm, EECI 4318 nm, 46 nm). (Fig.) B - factor analysis showed good grouping by ultraviolet fluorescence, hydrogen absorbance by visible light, and porphyrin fluorescence (pc) analysis and sub-classification of SO by measuring imidazole groups (e.g. I3M).",0
"A total of 33 patients had permanent supraglottic laryngectomy.  AMP: Systemic corticosteroid therapy is limited to the earlier stages of the disease.  LEARNING OBJECTIVE: At this keynote address, readers should have time to recognize, appreciate, and overcome the many problems encountered in prolonging survival in the management of advanced cancer of the larynx.",0
"Early antral stricture was observed in 1 (3.1%) control, in 2 (11.8%) SFOAE and in 4 (25%) SFOAE. (Group B) Conclusion. (S): Fiberoptic-endoscope-assisted FGS seems promising for both diagnosis and treatment of antral inlet obstruction. (ABSTRACT TRUNCATED AT 400 WORDS). (TAKE HOME MESSAGE)",0
"< AbstractText Label = ""Findings endoscopy"" NlmCategory = ""UNASSIGNED"" > Tracheobronchial injury was diagnosed in 57 patients (70.1%) and lung injury in 62 patients (82.1%)., airway compromise was more frequent in the patients with tracheobronchial lesions (63.2%) than in those without (47.5%). (p = 0.130). (4) The sensitivity and specificity of bronchoscopy in the detection of tracheobronchial injury were 65.8 and 82.1% respectively",0
During the years of 1992-1994 the mean follow-up was 2.8 years.  It is known that bronchial cartilage grows in its original shape and disappears in the trachea and esophagus.  The function of cartilage must not be impaired and it must make up for the endoluminal radiation load. ,0
"Silastic sheeting was very helpful to the patient because it did not interfere with any further weight bearing. ""Cryotherapy: When cold spray applied for two weeks to the silicone cuff from the anterior side followed by two weeks of recovery, only slight edema was found.  --Cryotherapy with an insufflated jet of liquid nitrogen proved to be effective in the treatment of subcutaneous emphysema due to a Leg cuff rupture.",0
"Vestibular acupuncture has the potential to ameliorate certain symptoms of BC and improve the quality of life of patients with vestibular tinnitus.). (TF.). (VSN A).) and balance impairment. (TF.) (VSN B.). (TF.) (VSN C.), and balance impairment and anacusis.). (VSN D.) (VSN E.).",0
"Among 99 respondents (43.1%), those with no training (p = 0.001) and physicians (p = 0.044), moderate training in obstetric simulation (p = 0.002) and application of new simulation technology (p < 0.001) were associated with greater clinical confidence.  BACKGROUND: The rapid advancement in medical technology has created an increased demand for assessment and training of surgical techniques in women's health.",0
"38 patients (86%) were reported as heartburn and 9 (21%) as pyrosis.]. ""Chronic"" eosinophilic esophagitis was identified in 15 patients, persistent eosinophilic esophagitis in 23 patients, eosinophilic esophagitis and gastroesophageal reflux in three patients, eosinophilic esophagitis and gastroesophageal reflux in one patient and eosinophilic esophagitis with eosinophilic esophagitis and Candida esophagitis in one patient. ""In the latter case, the esophagus was also biopsied.",0
"In cohort study the endoscopy: by blinded endoscopist; complication rate was 1%, [benign endoscopic. (0.5%; 2 / 400), severe complications (0.5%; 1 / 400)]. (AUTHORS 'CONCLUSIONS: Meta-analyses of four small (< 100 participants), prospective studies have shown a low risk of malignancy for EGCs found on endoscopy and no increased risk for invasive neoplasia in asymptomatic.",0
"Probing confirms that the mucosal defects are adherent to the OUT.  It is concluded that pain in the OUT in acute diverticulitis does not arise primarily from focal inflammatory process but is generated indirectly from pathological abnormalities such as oedema, functional dilatation, ulceration and adhesions.  Endoscopical findings: Adhesions play no role in the pathogenesis of pain in acute diverticulitis.",0
"Small group of patients displayed constipation, some constipation with two or more defecation pattern during 24-hour measurement. A total of 59.3% of patients presented complete evacuation only; others showed evacuation with two or three pattern; and others showed evacuation with two or more patterns. .). ) Plain radiography, rectoanal manometry and rectal compliance test in the majority of patients could serve as screening tool in patients with chronic constipation",0
"the history-taking led to the diagnosis of EoE in 52% of cases with the criteria being met in 79% (mepolizumab) and 83% (budesonide / formoterol). [Conclusion: The presence of the EoE diagnostic criteria needs to be confirmed using validated tools to confirm the diagnosis. (Trial registration number: NEW-EoE study = June 20, 2016).",0
"The mean age was 65 years (33-89). * Conclusions: There is a low rate of presentation with oesophageal strictures in COVID-19 pneumonia. • Of the 86 investigated patients, only 52 (60%) had a positive diagnosis of COVID-19. • Respiratory symptoms of SARS-CoV-2 induced pneumonia were noted in 45% of patients. * http: / / bit.ly / 2B3Oat.",0
"The control group (GENT-C) showed no change in images; the symptoms improvement evaluation in GENT-R27 showed a significant reduction in total time that the patient required to restore the mouth to its original position; and the satisfaction assessment in GENT-R27 showed a significant reduction in favor of GENT-R, with a reduction in total time that the patient needed to return to the pre-procedure position (from 2.23 days to 2.52 days) and satisfaction",0
"negative study patient = 87.1% (95% confidence interval, 95% CI: 84.4% -92.5%), positive study patient = 14% (95% CI: 11% -17%); performance bias (overestimation): positive study patient = 37.1% (95% CI: 32.7% -40.6%), negative study patient = 47.1% (95% CI: 37.8% -56.4%); measure error: negative study patient = 8% (",0
"Most studies refer to colorectal cancer as the target for stem cell therapy.  segments Stem cell therapy (GCD). ""Medicine"": Pathogenesis, progression of digestive system diseases, therapy and prevention, Much less known about regeneration in the digestive tract and especially of the intact epithelium.  therapies, Stem cell medicine (GCD).",0
"Group A: Grade 3 oesophagitis in 68 and severe oesophagitis in 6 patients. A 7-day treatment with omeprazole 20 mg once daily was adequate in 60 patients, but only in 5 (2 with mild oesophagitis) the therapy was maintained for 7 days.  results indicates that the results of PPIs with regard to healing, efficacy and compliance rates are not very satisfactory.",0
"The scope was narrowed in all patients, but flexible sigmoidoscopy found inflammatory changes in all but two, and biopsies revealed mild inflammation in 10 and moderate in six. ""When combining symptoms with sigmoidoscopy results and endoscopic findings, we found an additional two cases of inflammatory change in 41 patients (prevalence of 9%)."" In 12 patients, symptoms preceded endoscopic change (prevalence of 29%) and biopsies revealed histologic abnormalities.",0
"66% had polypoid changes, 15.4% ulcerative changes and 8.3% small colitis. ""Canal"" sign: 23% atrophic gastritis, 39% erosive duodenitis, 23% pernicious anemia and 25% simple gastritis.  LEARNING POINTS: Endoscopy is essential for diagnosis in IBS and ulcerative colitis.Finding of inflammatory changes is very suggestive for ulcerative colitis.",0
B and C were practiced in all the biopsy centers.  APS: The advantages and disadvantages of either of the two techniques are analyzed.  hCG and C are much shorter and simpler.  HBVP: Care must be taken to adopt the liberal brush biopsy in patients with pancreatico-biliary diseases.,0
